+2020-04-11-00.00.00 AirForce1  N°1.99633 E°79.30124
+2020-07-05-00.00.00 AirForce4  N°13.59198 E°70.33089
+2020-07-05-00.00.00 Army4  N°26.72132 E°76.86192
+2020-07-05-00.00.00 Navy4  N°6.68194 E°106.49970
+2020-07-05-00.00.00 AirForce5  N°14.54431 E°90.93038
+2020-07-05-00.00.00 Army5  N°16.74682 E°80.60942
+2020-07-05-00.00.00 Navy5  N°5.60006 E°75.20315
+2020-07-05-00.00.00 AirForce6  N°-0.13822 E°82.78399
+2020-07-05-00.00.00 Army6  N°24.75808 E°75.84115
+2020-07-05-00.00.00 Navy6  N°18.15252 E°92.55342
+2020-07-05-00.00.00 AirForce7  N°7.87898 E°76.02733
+2020-07-05-00.00.00 Army7  N°18.93212 E°76.64569
+2020-07-05-00.00.00 Navy7  N°14.07749 E°94.39483
+2020-07-05-00.00.00 AirForce8  N°17.85131 E°80.13900
+2020-07-05-00.00.00 Army8  N°25.81457 E°78.49358
+2020-07-05-00.00.00 Navy8  N°4.68202 E°77.56536
+2020-07-05-00.00.00 AirForce9  N°21.45245 E°81.40191
+2020-07-05-00.00.00 Army9  N°14.97621 E°73.33636
+2020-07-05-00.00.00 Navy9  N°3.85350 E°48.36372
+2020-07-05-00.00.00 AirForce10  N°21.68929 E°71.54696
+2020-07-05-00.00.00 Army10  N°25.37284 E°80.81659
+2020-07-05-00.00.00 Navy10  N°11.35901 E°114.37886
+2020-07-05-00.00.00 AirForce11  N°6.54841 E°73.52356
+2020-07-05-00.00.00 Army11  N°15.36052 E°72.77060
+2020-07-05-00.00.00 Navy11  N°4.50919 E°77.90387
+2020-07-05-00.00.00 AirForce12  N°16.68050 E°84.19193
+2020-07-05-00.00.00 Army12  N°24.49663 E°79.59552
+2020-07-05-00.00.00 Navy12  N°9.38301 E°47.09690
+2020-07-05-00.00.00 AirForce13  N°12.25751 E°75.14200
+2020-07-05-00.00.00 Army13  N°15.30466 E°75.96064
+2020-07-05-00.00.00 Navy13  N°14.80281 E°98.19149
+2020-07-05-00.00.00 AirForce14  N°17.18312 E°72.20676
+2020-07-05-00.00.00 Army14  N°25.20583 E°83.10069
+2020-07-05-00.00.00 Navy14  N°2.93080 E°79.95016
+2020-07-05-00.00.00 AirForce15  N°19.19861 E°72.52046
+2020-07-05-00.00.00 Army15  N°14.56675 E°80.29993
+2020-07-05-00.00.00 Navy15  N°12.11241 E°58.43279
+2020-07-05-00.00.00 AirForce16  N°24.80720 E°80.86803
+2020-07-05-00.00.00 Army16  N°22.99443 E°77.98575
+2020-07-05-00.00.00 Navy16  N°5.93544 E°98.47181
+2020-07-05-00.00.00 AirForce17  N°15.96537 E°66.80294
+2020-07-05-00.00.00 Army17  N°18.20223 E°74.24328
+2020-07-05-00.00.00 Navy17  N°0.24644 E°77.67542
+2020-07-05-00.00.00 AirForce18  N°6.09611 E°68.80548
+2020-07-05-00.00.00 Army18  N°26.51831 E°75.35061
+2020-07-05-00.00.00 Navy18  N°6.46118 E°101.65911
+2020-07-05-00.00.00 AirForce19  N°16.25528 E°84.09149
+2020-07-05-00.00.00 Army19  N°14.58382 E°79.05402
+2020-07-05-00.00.00 Navy19  N°14.44068 E°69.70337
+2020-07-05-00.00.00 AirForce20  N°8.95449 E°85.54815
+2020-07-05-00.00.00 Army20  N°23.36702 E°80.96240
+2020-07-05-00.00.00 Navy20  N°1.48007 E°74.59129
+2020-07-05-00.00.00 AirForce21  N°11.83684 E°81.89129
+2020-07-05-00.00.00 Army21  N°15.34734 E°77.44075
+2020-07-05-00.00.00 Navy21  N°6.83385 E°71.65145
+2020-07-05-00.00.00 AirForce22  N°8.76798 E°76.22025
+2020-07-05-00.00.00 Army22  N°25.55407 E°77.80448
+2020-07-05-00.00.00 Navy22  N°17.10435 E°87.02222
+2020-07-05-00.00.00 AirForce23  N°21.76205 E°74.21608
+2020-07-05-00.00.00 Army23  N°18.36281 E°74.76572
+2020-07-05-00.00.00 Navy23  N°1.45180 E°74.49873
+2020-07-05-00.00.00 AirForce24  N°18.82742 E°82.55905
+2020-07-05-00.00.00 Army24  N°21.50029 E°76.87590
+2020-07-05-00.00.00 Navy24  N°19.67160 E°67.64472
+2020-07-05-00.00.00 AirForce25  N°8.00992 E°90.34022
+2020-07-05-00.00.00 Army25  N°14.10266 E°78.02862
+2020-07-05-00.00.00 Navy25  N°6.38619 E°74.76291
+2020-07-05-00.00.00 AirForce26  N°7.41795 E°82.31389
+2020-07-05-00.00.00 Army26  N°21.05651 E°76.30664
+2020-07-05-00.00.00 Navy26  N°5.40645 E°79.12369
+2020-07-05-00.00.00 AirForce27  N°0.14064 E°76.42431
+2020-07-05-00.00.00 Army27  N°15.51493 E°73.11918
+2020-07-05-00.00.00 Navy27  N°12.81633 E°40.59043
+2020-07-05-00.00.00 AirForce28  N°5.42423 E°89.85939
+2020-07-05-00.00.00 Army28  N°27.13092 E°81.36481
+2020-07-05-00.00.00 Navy28  N°11.06318 E°71.63801
+2020-07-05-00.00.00 AirForce29  N°7.49784 E°77.79210
+2020-07-05-00.00.00 Army29  N°14.15530 E°75.24785
+2020-07-05-00.00.00 Navy29  N°1.69157 E°79.44530
+2020-07-05-00.00.00 AirForce30  N°25.95379 E°79.46690
+2020-07-05-00.00.00 Army30  N°24.63533 E°75.69806
+2020-07-05-00.00.00 Navy30  N°3.90824 E°42.73707
+2020-07-05-00.00.00 AirForce31  N°13.98640 E°82.39585
+2020-07-05-00.00.00 Army31  N°14.64499 E°79.82395
+2020-07-05-00.00.00 Navy31  N°11.72078 E°80.15812
+2020-07-05-00.00.00 AirForce32  N°10.59647 E°93.09922
+2020-07-05-00.00.00 Army32  N°27.98046 E°78.87603
+2020-07-05-00.00.00 Navy32  N°1.45220 E°77.23069
+2020-07-05-00.00.00 AirForce33  N°1.86822 E°75.75507
+2020-07-05-00.00.00 Army33  N°14.76268 E°76.40884
+2020-07-05-00.00.00 Navy33  N°19.22193 E°61.11514
+2020-07-05-00.00.00 AirForce34  N°5.33579 E°79.24880
+2020-07-05-00.00.00 Army34  N°25.88104 E°76.31161
+2020-07-05-00.00.00 Navy34  N°9.89799 E°99.09169
+2020-07-05-00.00.00 AirForce35  N°16.39222 E°75.29457
+2020-07-05-00.00.00 Army35  N°18.16375 E°76.83207
+2020-07-05-00.00.00 Navy35  N°3.39640 E°79.87425
+2020-07-05-00.00.00 AirForce36  N°12.32344 E°77.99425
+2020-07-05-00.00.00 Army36  N°23.10912 E°79.09859
+2020-07-05-00.00.00 Navy36  N°9.56025 E°106.81760
+2020-07-05-00.00.00 AirForce37  N°24.97687 E°76.75803
+2020-07-05-00.00.00 Army37  N°16.98552 E°77.37310
+2020-07-05-00.00.00 Navy37  N°13.80215 E°70.80771
+2020-07-05-00.00.00 AirForce38  N°9.19013 E°69.23763
+2020-07-05-00.00.00 Army38  N°28.90981 E°75.54933
+2020-07-05-00.00.00 Navy38  N°6.30975 E°76.58709
+2020-07-05-00.00.00 AirForce39  N°23.93506 E°88.10746
+2020-07-05-00.00.00 Army39  N°16.27844 E°78.72618
+2020-07-05-00.00.00 Navy39  N°10.41142 E°84.58241
+2020-07-05-00.00.00 AirForce40  N°1.89073 E°83.96637
+2020-07-05-00.00.00 Army40  N°25.78287 E°75.61141
+2020-07-05-00.00.00 Navy40  N°14.65148 E°73.44334
+2020-07-05-00.00.00 AirForce41  N°24.41337 E°87.31060
+2020-07-05-00.00.00 Army41  N°13.53283 E°78.17735
+2020-07-05-00.00.00 Navy41  N°0.19540 E°76.94594
+2020-07-05-00.00.00 AirForce42  N°21.46720 E°77.32797
+2020-07-05-00.00.00 Army42  N°25.21162 E°79.38569
+2020-07-05-00.00.00 Navy42  N°10.82061 E°97.01634
+2020-07-05-00.00.00 AirForce43  N°20.43333 E°72.22406
+2020-07-05-00.00.00 Army43  N°15.27238 E°75.66580
+2020-07-05-00.00.00 Navy43  N°14.62449 E°72.41926
+2020-07-05-00.00.00 AirForce44  N°5.94756 E°91.71259
+2020-07-05-00.00.00 Army44  N°23.39547 E°78.69685
+2020-07-05-00.00.00 Navy44  N°1.83046 E°73.82143
+2020-07-05-00.00.00 AirForce45  N°23.56217 E°76.31749
+2020-07-05-00.00.00 Army45  N°14.08307 E°76.60958
+2020-07-05-00.00.00 Navy45  N°17.06036 E°71.00894
+2020-07-05-00.00.00 AirForce46  N°20.96544 E°92.43060
+2020-07-05-00.00.00 Army46  N°23.50412 E°76.51111
+2020-07-05-00.00.00 Navy46  N°15.84600 E°74.39137
+2020-07-05-00.00.00 AirForce47  N°11.86843 E°74.08140
+2020-07-05-00.00.00 Army47  N°16.00800 E°79.11661
+2020-07-05-00.00.00 Navy47  N°1.95632 E°76.16917
+2020-07-05-00.00.00 AirForce48  N°8.06980 E°69.22815
+2020-07-05-00.00.00 Army48  N°20.93661 E°80.73500
+2020-07-05-00.00.00 Navy48  N°5.96830 E°31.71973
+2020-07-05-00.00.00 AirForce49  N°9.61755 E°74.57394
+2020-07-05-00.00.00 Army49  N°14.26628 E°76.63468
+2020-07-05-00.00.00 Navy49  N°7.51359 E°80.12848
+2020-07-05-00.00.00 AirForce50  N°4.35893 E°80.89636
+2020-07-05-00.00.00 Army50  N°24.02047 E°77.61816
+2020-07-05-00.00.00 Navy50  N°1.59262 E°78.82800
+2020-07-06-00.00.00 AirForce1  N°11.95764 E°94.38677
+2020-07-06-00.00.00 Army1  N°17.41013 E°79.65833
+2020-07-06-00.00.00 Navy1  N°14.29621 E°73.19566
+2020-07-06-00.00.00 AirForce2  N°8.81652 E°87.05726
+2020-07-06-00.00.00 Army2  N°26.33872 E°77.69418
+2020-07-06-00.00.00 Navy2  N°1.74639 E°74.47130
+2020-07-06-00.00.00 AirForce3  N°7.69854 E°80.98454
+2020-07-06-00.00.00 Army3  N°16.99009 E°76.16578
+2020-07-06-00.00.00 Navy3  N°16.89682 E°35.95859
+2020-07-06-00.00.00 AirForce4  N°1.75603 E°88.72000
+2020-07-06-00.00.00 Army4  N°24.49057 E°74.28860
+2020-07-06-00.00.00 Navy4  N°11.14271 E°114.92086
+2020-07-06-00.00.00 AirForce5  N°20.42222 E°79.65245
+2020-07-06-00.00.00 Army5  N°16.83063 E°81.32277
+2020-07-06-00.00.00 Navy5  N°6.34699 E°78.85034
+2020-07-06-00.00.00 AirForce6  N°6.95141 E°77.87789
+2020-07-06-00.00.00 Army6  N°26.13778 E°78.74955
+2020-07-06-00.00.00 Navy6  N°6.14567 E°46.47970
+2020-07-06-00.00.00 AirForce7  N°9.57313 E°71.87038
+2020-07-06-00.00.00 Army7  N°17.30331 E°77.50961
+2020-07-06-00.00.00 Navy7  N°9.16300 E°80.51370
+2020-07-06-00.00.00 AirForce8  N°13.37597 E°66.60436
+2020-07-06-00.00.00 Army8  N°20.54384 E°78.10024
+2020-07-06-00.00.00 Navy8  N°2.48961 E°77.70033
+2020-07-06-00.00.00 AirForce9  N°25.39218 E°86.00678
+2020-07-06-00.00.00 Army9  N°14.45555 E°77.60454
+2020-07-06-00.00.00 Navy9  N°14.17130 E°89.80458
+2020-07-06-00.00.00 AirForce10  N°17.45284 E°83.59474
+2020-07-06-00.00.00 Army10  N°23.08839 E°75.11433
+2020-07-06-00.00.00 Navy10  N°10.64113 E°72.86809
+2020-07-06-00.00.00 AirForce11  N°8.18827 E°68.73308
+2020-07-06-00.00.00 Army11  N°15.58564 E°79.73948
+2020-07-06-00.00.00 Navy11  N°4.93041 E°79.92994
+2020-07-06-00.00.00 AirForce12  N°2.47686 E°70.59564
+2020-07-06-00.00.00 Army12  N°28.80916 E°77.16566
+2020-07-06-00.00.00 Navy12  N°11.17275 E°49.54298
+2020-07-06-00.00.00 AirForce13  N°4.24259 E°91.38537
+2020-07-06-00.00.00 Army13  N°18.30503 E°73.91953
+2020-07-06-00.00.00 Navy13  N°13.81020 E°105.60007
+2020-07-06-00.00.00 AirForce14  N°15.52178 E°91.48959
+2020-07-06-00.00.00 Army14  N°29.71816 E°78.17832
+2020-07-06-00.00.00 Navy14  N°1.35321 E°79.24042
+2020-07-06-00.00.00 AirForce15  N°20.61831 E°67.68195
+2020-07-06-00.00.00 Army15  N°15.12235 E°79.23355
+2020-07-06-00.00.00 Navy15  N°17.76644 E°49.20215
+2020-07-06-00.00.00 AirForce16  N°26.04768 E°81.91642
+2020-07-06-00.00.00 Army16  N°25.87998 E°81.49223
+2020-07-06-00.00.00 Navy16  N°10.99790 E°98.58654
+2020-07-06-00.00.00 AirForce17  N°5.15560 E°76.48147
+2020-07-06-00.00.00 Army17  N°14.87534 E°78.94769
+2020-07-06-00.00.00 Navy17  N°2.46661 E°79.92189
+2020-07-06-00.00.00 AirForce18  N°19.71119 E°88.41580
+2020-07-06-00.00.00 Army18  N°28.40440 E°77.98357
+2020-07-06-00.00.00 Navy18  N°11.52193 E°105.73964
+2020-07-06-00.00.00 AirForce19  N°6.14661 E°72.94062
+2020-07-06-00.00.00 Army19  N°17.34141 E°73.42008
+2020-07-06-00.00.00 Navy19  N°5.97350 E°103.09804
+2020-07-06-00.00.00 AirForce20  N°8.77882 E°77.22545
+2020-07-06-00.00.00 Army20  N°26.64887 E°78.39020
+2020-07-06-00.00.00 Navy20  N°1.86921 E°77.32712
+2020-07-06-00.00.00 AirForce21  N°14.08341 E°67.71927
+2020-07-06-00.00.00 Army21  N°16.71266 E°75.73306
+2020-07-06-00.00.00 Navy21  N°10.75010 E°19.52921
+2020-07-06-00.00.00 AirForce22  N°18.14626 E°81.13368
+2020-07-06-00.00.00 Army22  N°28.84808 E°81.48992
+2020-07-06-00.00.00 Navy22  N°9.89071 E°84.51335
+2020-07-06-00.00.00 AirForce23  N°4.98550 E°70.86471
+2020-07-06-00.00.00 Army23  N°13.88198 E°78.10493
+2020-07-06-00.00.00 Navy23  N°3.15863 E°76.11975
+2020-07-06-00.00.00 AirForce24  N°16.25073 E°67.64760
+2020-07-06-00.00.00 Army24  N°25.27275 E°75.82409
+2020-07-06-00.00.00 Navy24  N°5.29876 E°82.92903
+2020-07-06-00.00.00 AirForce25  N°1.03827 E°86.69428
+2020-07-06-00.00.00 Army25  N°15.49385 E°74.43600
+2020-07-06-00.00.00 Navy25  N°8.51681 E°83.15714
+2020-07-06-00.00.00 AirForce26  N°24.11223 E°73.40442
+2020-07-06-00.00.00 Army26  N°22.31541 E°82.11306
+2020-07-06-00.00.00 Navy26  N°0.38130 E°76.16963
+2020-07-06-00.00.00 AirForce27  N°7.18141 E°72.00568
+2020-07-06-00.00.00 Army27  N°17.43385 E°78.93039
+2020-07-06-00.00.00 Navy27  N°10.57138 E°72.43472
+2020-07-06-00.00.00 AirForce28  N°8.36982 E°72.96411
+2020-07-06-00.00.00 Army28  N°28.52716 E°77.46383
+2020-07-06-00.00.00 Navy28  N°13.62529 E°76.83627
+2020-07-06-00.00.00 AirForce29  N°20.05370 E°76.99586
+2020-07-06-00.00.00 Army29  N°16.89669 E°76.32320
+2020-07-06-00.00.00 Navy29  N°2.79758 E°75.93093
+2020-07-06-00.00.00 AirForce30  N°25.14728 E°75.94548
+2020-07-06-00.00.00 Army30  N°22.05235 E°80.27793
+2020-07-06-00.00.00 Navy30  N°11.18234 E°100.78345
+2020-07-06-00.00.00 AirForce31  N°-0.11369 E°85.49114
+2020-07-06-00.00.00 Army31  N°15.56423 E°75.01222
+2020-07-06-00.00.00 Navy31  N°15.15341 E°70.37626
+2020-07-06-00.00.00 AirForce32  N°18.35911 E°71.38010
+2020-07-06-00.00.00 Army32  N°27.72395 E°81.40986
+2020-07-06-00.00.00 Navy32  N°6.55115 E°78.09166
+2020-07-06-00.00.00 AirForce33  N°5.34968 E°70.58866
+2020-07-06-00.00.00 Army33  N°15.65262 E°77.25637
+2020-07-06-00.00.00 Navy33  N°16.34118 E°65.80503
+2020-07-06-00.00.00 AirForce34  N°7.27329 E°78.07404
+2020-07-06-00.00.00 Army34  N°29.06911 E°76.62962
+2020-07-06-00.00.00 Navy34  N°16.89336 E°93.55765
+2020-07-06-00.00.00 AirForce35  N°22.16153 E°86.45062
+2020-07-06-00.00.00 Army35  N°16.72208 E°81.49103
+2020-07-06-00.00.00 Navy35  N°2.09489 E°79.35740
+2020-07-06-00.00.00 AirForce36  N°9.27974 E°90.34237
+2020-07-06-00.00.00 Army36  N°26.01267 E°81.57217
+2020-07-06-00.00.00 Navy36  N°10.29272 E°81.33323
+2020-07-06-00.00.00 AirForce37  N°21.76882 E°80.16568
+2020-07-06-00.00.00 Army37  N°17.11025 E°76.65230
+2020-07-06-00.00.00 Navy37  N°13.40167 E°97.74206
+2020-07-06-00.00.00 AirForce38  N°15.61845 E°76.69846
+2020-07-06-00.00.00 Army38  N°29.33488 E°78.50472
+2020-07-06-00.00.00 Navy38  N°5.98483 E°76.30150
+2020-07-06-00.00.00 AirForce39  N°8.02177 E°76.93927
+2020-07-06-00.00.00 Army39  N°13.70729 E°77.17479
+2020-07-06-00.00.00 Navy39  N°17.95103 E°43.68956
+2020-07-06-00.00.00 AirForce40  N°23.93589 E°76.75045
+2020-07-06-00.00.00 Army40  N°21.48915 E°79.08973
+2020-07-06-00.00.00 Navy40  N°9.40344 E°115.18028
+2020-07-06-00.00.00 AirForce41  N°4.52060 E°74.07020
+2020-07-06-00.00.00 Army41  N°15.32637 E°79.57864
+2020-07-06-00.00.00 Navy41  N°3.21637 E°74.97508
+2020-07-06-00.00.00 AirForce42  N°1.45532 E°87.91389
+2020-07-06-00.00.00 Army42  N°26.42722 E°82.97996
+2020-07-06-00.00.00 Navy42  N°18.52925 E°47.95034
+2020-07-06-00.00.00 AirForce43  N°2.21339 E°82.17410
+2020-07-06-00.00.00 Army43  N°15.51817 E°77.51000
+2020-07-06-00.00.00 Navy43  N°10.51993 E°71.89065
+2020-07-06-00.00.00 AirForce44  N°6.12849 E°87.40760
+2020-07-06-00.00.00 Army44  N°27.23620 E°74.93170
+2020-07-06-00.00.00 Navy44  N°1.43276 E°76.08614
+2020-07-06-00.00.00 AirForce45  N°5.87412 E°81.82031
+2020-07-06-00.00.00 Army45  N°16.31023 E°78.43813
+2020-07-06-00.00.00 Navy45  N°5.79195 E°25.96041
+2020-07-06-00.00.00 AirForce46  N°21.05179 E°75.15112
+2020-07-06-00.00.00 Army46  N°24.83452 E°82.04692
+2020-07-06-00.00.00 Navy46  N°10.74458 E°73.72497
+2020-07-06-00.00.00 AirForce47  N°4.41703 E°83.24138
+2020-07-06-00.00.00 Army47  N°16.97449 E°74.41260
+2020-07-06-00.00.00 Navy47  N°3.42203 E°77.93851
+2020-07-06-00.00.00 AirForce48  N°-0.55771 E°83.60126
+2020-07-06-00.00.00 Army48  N°22.39291 E°79.52831
+2020-07-06-00.00.00 Navy48  N°19.80685 E°63.81995
+2020-07-06-00.00.00 AirForce49  N°8.66339 E°94.11783
+2020-07-06-00.00.00 Army49  N°15.53829 E°78.37071
+2020-07-06-00.00.00 Navy49  N°8.68519 E°67.72887
+2020-07-06-00.00.00 AirForce50  N°10.79258 E°82.78001
+2020-07-06-00.00.00 Army50  N°22.66774 E°79.26562
+2020-07-06-00.00.00 Navy50  N°4.98563 E°79.23791
+2020-07-07-00.00.00 AirForce1  N°11.21428 E°83.08703
+2020-07-07-00.00.00 Army1  N°13.73552 E°77.06972
+2020-07-07-00.00.00 Navy1  N°16.17578 E°93.07005
+2020-07-07-00.00.00 AirForce2  N°17.09286 E°93.82171
+2020-07-07-00.00.00 Army2  N°23.28172 E°76.09470
+2020-07-07-00.00.00 Navy2  N°3.15809 E°74.53590
+2020-07-07-00.00.00 AirForce3  N°13.56065 E°74.46822
+2020-07-07-00.00.00 Army3  N°15.26173 E°76.88671
+2020-07-07-00.00.00 Navy3  N°6.76115 E°102.08231
+2020-07-07-00.00.00 AirForce4  N°3.85944 E°72.56421
+2020-07-07-00.00.00 Army4  N°26.39241 E°76.83619
+2020-07-07-00.00.00 Navy4  N°11.93462 E°84.58147
+2020-07-07-00.00.00 AirForce5  N°-0.36047 E°77.60108
+2020-07-07-00.00.00 Army5  N°17.24090 E°80.62932
+2020-07-07-00.00.00 Navy5  N°4.77941 E°76.04369
+2020-07-07-00.00.00 AirForce6  N°6.65994 E°72.60949
+2020-07-07-00.00.00 Army6  N°22.96834 E°80.14725
+2020-07-07-00.00.00 Navy6  N°16.40720 E°30.82818
+2020-07-07-00.00.00 AirForce7  N°7.48811 E°72.26649
+2020-07-07-00.00.00 Army7  N°16.45670 E°80.46853
+2020-07-07-00.00.00 Navy7  N°11.93058 E°81.42139
+2020-07-07-00.00.00 AirForce8  N°5.79140 E°73.18613
+2020-07-07-00.00.00 Army8  N°29.47816 E°77.63356
+2020-07-07-00.00.00 Navy8  N°3.35770 E°78.42166
+2020-07-07-00.00.00 AirForce9  N°8.17494 E°70.67187
+2020-07-07-00.00.00 Army9  N°13.88316 E°74.69660
+2020-07-07-00.00.00 Navy9  N°8.49578 E°93.20434
+2020-07-07-00.00.00 AirForce10  N°13.66880 E°65.22391
+2020-07-07-00.00.00 Army10  N°21.92887 E°77.01240
+2020-07-07-00.00.00 Navy10  N°15.52605 E°77.06000
+2020-07-07-00.00.00 AirForce11  N°12.36602 E°79.77032
+2020-07-07-00.00.00 Army11  N°18.74718 E°79.90847
+2020-07-07-00.00.00 Navy11  N°3.12347 E°75.09248
+2020-07-07-00.00.00 AirForce12  N°16.97570 E°90.76413
+2020-07-07-00.00.00 Army12  N°28.58333 E°77.16295
+2020-07-07-00.00.00 Navy12  N°3.07357 E°49.04654
+2020-07-07-00.00.00 AirForce13  N°23.70233 E°76.59670
+2020-07-07-00.00.00 Army13  N°17.87212 E°77.50215
+2020-07-07-00.00.00 Navy13  N°16.55808 E°101.78098
+2020-07-07-00.00.00 AirForce14  N°14.79093 E°74.81869
+2020-07-07-00.00.00 Army14  N°22.17934 E°77.16550
+2020-07-07-00.00.00 Navy14  N°2.51396 E°76.14492
+2020-07-07-00.00.00 AirForce15  N°7.12609 E°91.78751
+2020-07-07-00.00.00 Army15  N°13.81484 E°74.90636
+2020-07-07-00.00.00 Navy15  N°16.84990 E°29.06647
+2020-07-07-00.00.00 AirForce16  N°9.91532 E°88.65595
+2020-07-07-00.00.00 Army16  N°22.74728 E°80.60303
+2020-07-07-00.00.00 Navy16  N°10.16315 E°110.99694
+2020-07-07-00.00.00 AirForce17  N°16.34645 E°81.16193
+2020-07-07-00.00.00 Army17  N°13.74860 E°76.67405
+2020-07-07-00.00.00 Navy17  N°2.66449 E°74.27651
+2020-07-07-00.00.00 AirForce18  N°16.81823 E°71.46365
+2020-07-07-00.00.00 Army18  N°27.11972 E°80.49850
+2020-07-07-00.00.00 Navy18  N°2.94265 E°54.09323
+2020-07-07-00.00.00 AirForce19  N°14.15740 E°82.66712
+2020-07-07-00.00.00 Army19  N°19.26072 E°79.17477
+2020-07-07-00.00.00 Navy19  N°6.06951 E°74.21509
+2020-07-07-00.00.00 AirForce20  N°13.11896 E°92.79115
+2020-07-07-00.00.00 Army20  N°28.83198 E°78.61862
+2020-07-07-00.00.00 Navy20  N°3.71357 E°77.56396
+2020-07-07-00.00.00 AirForce21  N°9.36751 E°94.02668
+2020-07-07-00.00.00 Army21  N°16.30223 E°76.45458
+2020-07-07-00.00.00 Navy21  N°9.24080 E°92.08498
+2020-07-07-00.00.00 AirForce22  N°5.54962 E°82.68207
+2020-07-07-00.00.00 Army22  N°27.45069 E°75.87069
+2020-07-07-00.00.00 Navy22  N°13.04897 E°87.01171
+2020-07-07-00.00.00 AirForce23  N°2.57609 E°71.65953
+2020-07-07-00.00.00 Army23  N°14.46581 E°74.98808
+2020-07-07-00.00.00 Navy23  N°2.78379 E°76.19423
+2020-07-07-00.00.00 AirForce24  N°7.07489 E°74.01755
+2020-07-07-00.00.00 Army24  N°21.20535 E°79.65060
+2020-07-07-00.00.00 Navy24  N°2.54911 E°47.83104
+2020-07-07-00.00.00 AirForce25  N°25.64823 E°77.97920
+2020-07-07-00.00.00 Army25  N°16.64831 E°77.53754
+2020-07-07-00.00.00 Navy25  N°9.93017 E°102.81703
+2020-07-07-00.00.00 AirForce26  N°23.38112 E°79.63632
+2020-07-07-00.00.00 Army26  N°22.65447 E°77.36630
+2020-07-07-00.00.00 Navy26  N°2.35192 E°78.25799
+2020-07-07-00.00.00 AirForce27  N°25.12266 E°73.28382
+2020-07-07-00.00.00 Army27  N°18.44311 E°78.88624
+2020-07-07-00.00.00 Navy27  N°8.42512 E°37.51456
+2020-07-07-00.00.00 AirForce28  N°20.63555 E°70.41691
+2020-07-07-00.00.00 Army28  N°26.13615 E°75.48676
+2020-07-07-00.00.00 Navy28  N°13.07855 E°109.93787
+2020-07-07-00.00.00 AirForce29  N°14.09895 E°91.30933
+2020-07-07-00.00.00 Army29  N°18.85393 E°78.99926
+2020-07-07-00.00.00 Navy29  N°5.11276 E°78.50914
+2020-07-07-00.00.00 AirForce30  N°-0.29862 E°76.93049
+2020-07-07-00.00.00 Army30  N°22.75164 E°79.63268
+2020-07-07-00.00.00 Navy30  N°11.97939 E°70.99917
+2020-07-07-00.00.00 AirForce31  N°11.68555 E°80.40654
+2020-07-07-00.00.00 Army31  N°19.18676 E°79.27474
+2020-07-07-00.00.00 Navy31  N°14.94714 E°104.07276
+2020-07-07-00.00.00 AirForce32  N°4.77009 E°74.90760
+2020-07-07-00.00.00 Army32  N°22.37500 E°75.72975
+2020-07-07-00.00.00 Navy32  N°2.23248 E°77.43483
+2020-07-07-00.00.00 AirForce33  N°16.56969 E°91.31647
+2020-07-07-00.00.00 Army33  N°17.25505 E°73.63809
+2020-07-07-00.00.00 Navy33  N°15.18097 E°91.00545
+2020-07-07-00.00.00 AirForce34  N°18.68699 E°66.82605
+2020-07-07-00.00.00 Army34  N°27.18715 E°80.75558
+2020-07-07-00.00.00 Navy34  N°7.26227 E°82.83239
+2020-07-07-00.00.00 AirForce35  N°-0.24223 E°79.12258
+2020-07-07-00.00.00 Army35  N°18.23697 E°78.70868
+2020-07-07-00.00.00 Navy35  N°5.14182 E°75.60892
+2020-07-07-00.00.00 AirForce36  N°18.04872 E°79.13982
+2020-07-07-00.00.00 Army36  N°26.17019 E°74.30664
+2020-07-07-00.00.00 Navy36  N°12.76901 E°51.17083
+2020-07-07-00.00.00 AirForce37  N°14.96416 E°68.92596
+2020-07-07-00.00.00 Army37  N°15.27348 E°78.62346
+2020-07-07-00.00.00 Navy37  N°9.97629 E°105.16853
+2020-07-07-00.00.00 AirForce38  N°7.76409 E°88.94266
+2020-07-07-00.00.00 Army38  N°22.14049 E°74.89787
+2020-07-07-00.00.00 Navy38  N°2.21814 E°79.35183
+2020-07-07-00.00.00 AirForce39  N°8.97513 E°72.13514
+2020-07-07-00.00.00 Army39  N°15.37945 E°74.08205
+2020-07-07-00.00.00 Navy39  N°13.76371 E°86.96389
+2020-07-07-00.00.00 AirForce40  N°19.67056 E°91.21637
+2020-07-07-00.00.00 Army40  N°23.88147 E°77.12787
+2020-07-07-00.00.00 Navy40  N°9.16011 E°77.44243
+2020-07-07-00.00.00 AirForce41  N°3.86809 E°85.25756
+2020-07-07-00.00.00 Army41  N°15.81952 E°79.27664
+2020-07-07-00.00.00 Navy41  N°2.97184 E°76.50328
+2020-07-07-00.00.00 AirForce42  N°9.26383 E°90.73864
+2020-07-07-00.00.00 Army42  N°26.47343 E°81.80153
+2020-07-07-00.00.00 Navy42  N°10.24150 E°93.04518
+2020-07-07-00.00.00 AirForce43  N°16.86396 E°90.43352
+2020-07-07-00.00.00 Army43  N°18.04627 E°80.08787
+2020-07-07-00.00.00 Navy43  N°13.87002 E°101.76862
+2020-07-07-00.00.00 AirForce44  N°17.82722 E°82.08106
+2020-07-07-00.00.00 Army44  N°27.08937 E°78.20441
+2020-07-07-00.00.00 Navy44  N°3.64314 E°78.52375
